'Compactness Overall Standard Deviation','Fraction Of Low Energy Windows Overall Standard Deviation','Strongest Beat Overall Average','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Method of Moments Overall Average3','Method of Moments Overall Average4','Area Method of Moments of MFCCs Overall Average2',Valance_Average
0.2611,1.432432,0.779401,-0.757179,0.768872,0.419365,-0.284116,0.108274,0.98308,-0.024167
-1.310009,-1.021022,0.845625,-2.494495,-0.517725,-0.530015,-0.005963,-0.296599,0.987262,0.0772
0.180141,0.723075,0.500566,-0.458142,-0.573825,-0.924514,-1.182122,-1.268969,0.988936,0.137
0.24845,-1.085366,0.486625,0.280001,-1.321617,-1.801379,-2.050334,-1.963333,0.993955,0.274967
1.159238,-0.655358,0.423887,-0.068553,-0.258186,-0.149959,0.075295,-0.033601,0.995628,0.240167
-0.199354,-0.058996,0.158993,0.457912,-0.980086,-1.627161,-1.85021,-1.812,0.997301,0.052783
-0.836905,-0.418906,-0.865726,1.397553,-1.29819,-1.856867,-2.084087,-1.955515,1.003156,0.210217
-0.624388,-0.250983,-1.510532,0.642286,-1.130507,-1.79583,-2.043042,-1.932835,1.010685,0.373333
-0.791366,-0.192393,0.444799,0.964184,-1.343193,-1.78306,-1.87865,-1.770548,1.018214,0.048267
-0.945694,0.741384,-0.74025,0.353508,-1.253804,-1.775307,-1.941052,-1.829566,1.024906,0.294833
-0.406811,1.316821,0.880479,0.034842,-1.02324,-1.066654,-0.891468,-1.016587,1.028252,0.220567
1.412235,2.925952,-2.929105,0.310292,-1.639721,-1.280246,-0.944598,-0.922969,1.029089,0.09545
-0.404281,1.798096,0.883965,1.370695,0.164104,-0.054945,-0.219526,-0.325553,1.027416,0.069783
0.025813,0.418617,-0.367308,0.753961,0.1752,0.632956,1.011847,0.867832,1.027416,-0.0755
0.116892,0.112066,0.455256,0.976704,0.079029,0.59343,1.004555,1.006811,1.027416,0.337533
0.498917,-0.412105,0.385547,-0.378798,-0.981319,-0.76261,-0.286199,-0.457776,1.026579,0.259217
0.200381,0.680179,-0.904065,-0.047349,-2.059545,-1.767478,-1.646752,-1.542584,1.024906,-0.063783
-0.692697,-0.704532,0.821227,-0.151653,-0.446829,0.04615,0.88996,0.578293,1.023233,0.073083
-1.029183,0.5766,0.880479,-0.196121,1.115335,0.38744,0.202391,0.095244,1.026579,-0.169183
0.552046,-0.81805,0.458741,0.686512,-0.672462,-0.199367,0.234686,0.059052,1.029925,0.239983
-0.783776,0.735107,0.305382,-0.012817,-1.142837,-1.448763,-1.498716,-1.49674,1.029925,-0.20075
0.448318,0.119912,-0.559007,-0.423751,-0.350658,-0.241933,-0.420588,-0.574557,1.027416,0.280567
-0.419461,0.008487,0.382061,-0.47567,0.927308,1.510886,1.442098,1.530878,1.024906,0.383933
-0.573789,-0.74272,0.45177,-0.499298,-0.382099,0.246059,0.794117,0.580223,1.023233,0.124117
0.514097,-0.996958,-0.151211,-0.403314,-0.756303,-0.441082,-0.167437,-0.399868,1.017377,-0.05405
1.872689,-0.145312,0.343722,0.421765,-0.126259,-0.466166,-0.516431,-0.625226,1.014031,-0.041483
-0.209474,-0.823281,-0.018764,-0.907021,0.828671,0.911917,0.744112,0.728853,1.013195,0.440267
-0.363802,0.235523,0.660897,0.49608,0.025395,0.030187,0.338863,0.17535,1.010685,-0.030833
-0.138635,0.002209,0.382061,0.026562,-0.552248,0.008144,0.68994,0.609177,1.009012,0.198117
1.0125,-0.939414,0.859567,-0.640254,-1.151468,-1.011166,-0.576853,-0.711123,1.006503,0.353667
1.556443,0.332824,0.305382,-0.397094,-1.721713,-1.419347,-1.098781,-1.099106,1.007339,-0.142817
-0.940634,0.241277,0.880479,1.319603,-0.731644,-1.341055,-1.580079,-1.616899,1.016541,-0.169383
-0.578849,0.422278,0.880479,0.040698,1.752777,0.899755,-0.111182,0.341353,1.022397,0.3006
0.27628,-1.114661,0.863052,0.602504,-0.984401,-0.552059,0.188848,-0.014781,1.022397,0.1897
-0.872325,-0.433553,0.52845,0.42439,0.651741,1.119428,1.546275,1.32434,1.02156,0.219933
-0.743297,-0.890241,-0.091958,-1.862413,0.349048,0.350194,0.551384,0.362586,1.019887,0.276867
-1.28218,-0.597814,0.312353,-1.458931,1.020397,1.286653,1.232702,1.233135,1.019887,0.3861
-0.434641,-0.599907,0.779401,-2.165934,0.854563,1.108026,1.123317,1.107185,1.019887,0.30325
-0.917864,1.953464,0.030032,-0.656611,1.709006,1.589177,0.933714,1.159785,1.02156,0.217767
-0.824256,-0.284463,-0.308055,1.315363,0.126498,-0.313383,-0.817502,-0.950958,1.02156,-0.016867
0.25857,1.447079,-0.844813,0.094617,1.906897,0.330432,-0.647694,-0.402763,1.020724,0.0869
-0.642098,0.185303,0.514508,0.556865,0.789832,0.747733,0.60764,0.566229,1.02407,0.143567
-0.234773,1.429293,-0.980745,0.271923,1.009916,1.141471,0.681606,1.024666,1.026579,0.212717
-0.179114,-0.429891,0.699236,-1.587367,2.020946,1.47516,-0.140351,0.802686,1.025743,0.434383
-0.358742,-0.278185,-0.949376,-0.531003,0.846549,0.484734,0.095089,0.167629,1.02407,0.484417
-0.290433,0.483484,0.883965,1.138864,-0.215649,0.166247,0.661812,0.433523,1.022397,0.4617
0.24592,0.873212,-0.886638,-0.558871,-0.290243,-0.35975,-0.383084,-0.54319,1.024906,0.1526
-0.978584,0.693257,0.883965,-1.554652,0.72017,0.435327,0.257605,0.182589,1.024906,0.4805
-0.563669,0.872689,0.883965,-0.297314,-0.284695,-0.549018,0.141968,-0.10309,1.026579,0.115917
0.020753,0.730399,0.831683,-0.37789,1.066633,0.149525,-0.17473,-0.220354,1.035781,-0.0697
-0.421991,-0.136942,0.870023,-0.943572,1.228151,1.074581,0.570136,0.732714,1.039964,0.09275
-0.781246,-0.08149,0.043974,0.063114,0.22082,0.891394,1.321253,1.105255,1.038291,0.339983
0.040993,-0.750567,-0.036191,-0.487585,-0.415389,-1.128224,-1.215459,-1.343767,1.0408,0.033567
-0.51813,-0.09823,0.859567,0.676415,-1.076873,-1.121383,-1.001896,-1.124199,1.045819,-0.199083
1.321156,-1.425397,0.155508,-0.15139,-0.798224,-0.704081,-0.355998,-0.352094,1.047492,0.394733
0.003044,0.856995,0.639984,0.10532,1.167119,0.647398,-0.253904,0.140123,1.050839,0.22565
0.367359,3.705407,-0.928464,0.504157,0.651741,1.20456,1.658787,1.454632,1.053348,0.166583
-1.325189,0.412862,0.824712,-0.335663,1.625781,1.510886,0.745154,1.073405,1.052512,0.14305
-1.413738,-0.655358,-0.57992,0.309686,2.046222,1.285892,0.535758,0.76215,1.049165,0.2226
-0.697757,0.277373,0.294925,-0.318397,-0.618828,-0.670636,-0.353914,-0.50555,1.051675,0.065483
-1.489637,-0.631817,0.883965,-0.611578,0.383571,-0.040503,-0.675822,-0.814875,1.053348,0.256617
-0.819196,-1.019452,0.883965,0.229313,1.676333,1.986716,1.330629,1.672269,1.054185,0.389333
0.961901,-1.408134,-2.845455,-1.373913,-0.858022,-0.333906,-0.046592,0.040715,1.055858,0.4011
-0.131045,0.30876,0.775916,-0.886826,-0.801923,-0.5589,-0.140351,-0.265715,1.059204,0.14375
-0.895095,-0.388041,-0.088473,-0.649139,-0.16818,0.337273,0.714942,0.580223,1.059204,0.503717
-0.730647,-1.223471,-2.270357,0.683483,-1.335179,-0.554339,0.265939,0.121303,1.055858,0.064933
0.787333,1.472189,0.326294,-0.586335,-0.046116,-0.131717,-0.286199,-0.381531,1.052512,0.0782
0.448318,-0.195532,0.545877,1.808912,-0.088037,0.056031,0.540967,0.26752,1.050839,-0.06505
-0.983644,-0.15682,0.709693,0.099867,0.614135,0.515899,0.420121,0.329289,1.052512,0.0678
-0.657278,-0.585782,-0.74025,-0.201432,0.540158,0.850348,1.22541,1.027079,1.052512,0.42365
0.440728,0.365781,0.657411,-0.026549,0.132047,0.92788,1.597322,1.303589,1.048329,0.13675
-0.998823,0.56823,0.883965,0.801216,0.419944,0.32283,0.955591,0.590357,1.046656,0.283433
-1.041833,-0.79137,0.713178,-0.25638,0.625232,0.587349,-0.050759,0.000179,1.0408,0.2249
0.719024,-0.068935,0.883965,-2.204909,-0.991799,-0.954158,-0.926888,-1.143502,1.037454,0.3012
-0.308142,-0.046441,-0.674027,1.252962,0.127115,0.537942,0.806618,0.589392,1.035781,0.48595
-0.804016,-0.609323,-0.485813,-2.314766,0.556186,1.061659,1.366049,1.202733,1.034108,0.27735
1.05045,0.326547,0.486625,-1.2063,0.325622,0.819944,1.166029,1.175227,1.034944,0.302117
-0.662338,-0.601999,-0.457929,0.117436,-0.014676,0.094037,0.512839,0.352935,1.039127,-0.224367
-1.067132,-0.81648,0.089285,-0.196585,0.625848,0.790299,0.891002,0.763598,1.042473,0.200833
-0.323322,0.37729,-0.172123,0.931873,0.193695,0.436847,0.609724,0.46489,1.04331,0.398933
-1.155681,-1.293047,0.883965,0.133188,-1.228528,-1.444202,-1.496737,-1.527142,1.047492,-0.193567
-0.158874,1.578383,0.378576,-0.212417,-0.999197,-0.547498,0.034666,-0.108398,1.052512,0.140333
-0.409341,0.682271,0.883965,-0.798375,0.813875,0.269623,0.34303,0.19224,1.055858,0.0969
0.633005,-1.249104,-2.340066,0.359364,0.3996,0.854149,1.17853,1.066167,1.061713,0.391467
-0.897625,-0.603569,0.883965,-1.660268,0.16472,0.1138,0.483669,0.205752,1.063386,0.126267
-1.074722,-1.140817,0.883965,-1.209733,0.667769,-0.327826,-0.586229,-0.613645,1.065059,0.292433
-1.024123,-1.516421,0.883965,-0.731936,1.774353,2.316604,1.567111,1.957948,1.064223,0.297917
-0.717997,-0.756321,0.883965,-1.45045,0.857029,0.554665,0.300318,0.201891,1.064223,0.178533
-0.933044,0.349041,0.619071,-0.479507,0.926691,0.676283,0.462834,0.422424,1.067569,0.238233
0.023283,0.390368,-0.952862,-1.037678,1.947585,0.266582,-1.089405,-0.67107,1.070915,0.292467
0.195321,-0.167806,0.172935,0.501532,-0.993648,-0.975441,-0.686239,-0.806671,1.070915,-0.166867
1.81197,-1.085366,0.573761,0.454076,-0.668763,-0.49125,-0.55706,-0.53933,1.070915,0.18275
-0.791366,2.043964,0.542392,0.484771,-0.069543,0.59039,1.34313,1.090295,1.068406,0.12805
-0.017196,-0.836359,0.52845,-0.107407,0.361378,0.626115,0.980594,0.821506,1.066733,0.500867
-0.750887,0.606941,0.375091,-0.028972,1.377339,1.697873,1.418138,1.429539,1.065896,0.304352
0.622885,-1.096352,-2.517824,0.441757,-0.284695,-0.262456,0.082588,-0.171614,1.065059,0.499967
-1.26194,-0.686745,0.880479,0.235977,-0.390113,-1.433029,-2.05273,-1.960293,1.068406,0.135333
-1.555416,-0.574274,0.870023,-0.44241,-0.786511,-1.547729,-1.995954,-1.957832,1.078444,0.069017
-0.52066,-0.475403,0.315838,0.234563,0.120334,0.875432,1.264997,1.169436,1.083463,0.309233
-1.411208,-0.168329,0.497081,-0.17948,-1.230994,-1.592576,-1.764055,-1.768376,1.089319,-0.049933
-0.037436,0.590201,0.256586,0.363403,0.902649,0.967405,0.803493,0.824884,1.096011,0.439217
-0.285373,0.646176,0.681809,0.078865,0.994504,1.128549,1.129567,1.072923,1.095174,0.548617
-0.566199,0.841824,0.883965,-0.271385,-0.170646,-0.121075,0.373242,0.103931,1.096848,-0.03575
-0.300553,-0.728072,0.883965,0.381376,-0.552248,-0.382554,-0.086179,-0.220354,1.10103,0.193533
-0.935574,0.922908,0.741062,0.601696,0.78675,0.109239,-0.754996,-0.731873,1.099357,0.280167
1.991597,-1.345359,0.430858,0.699638,0.339801,0.410243,0.188848,0.404569,1.096848,0.5064
-0.287903,-0.802879,-1.517503,-0.091817,-0.141055,0.25518,0.762864,0.447035,1.096848,0.39875
0.25098,-1.112046,0.866537,-0.59825,0.775653,0.847308,0.539925,0.764563,1.096011,0.334117
-0.341032,-0.846298,-2.305212,-0.692355,0.52228,0.785739,0.939965,0.876518,1.096011,0.528567
-0.353682,0.005348,-2.137911,-1.073624,1.682498,1.897783,0.663896,1.34509,1.094338,-0.043867
-0.773656,-0.21698,-1.778911,-2.837798,-0.104682,-0.55966,-0.7102,-0.79895,1.092665,0.220574
0.658305,0.180595,0.883965,-0.092584,0.437205,-0.033662,-0.046592,-0.183196,1.093501,0.388333
-1.332779,-0.696162,-0.186065,-0.877133,1.082661,0.540983,0.005496,0.02672,1.095174,0.342483
0.24592,-1.047701,-1.454765,-1.352911,-0.310587,-0.166682,0.176347,0.044575,1.091828,0.3245
0.29652,-1.257997,0.883965,-1.082307,1.740447,1.0685,-0.472676,0.37079,1.089319,0.474867
-0.988703,0.254879,0.876994,-0.833917,0.109237,0.210334,0.913921,0.704242,1.092665,-0.283933
0.354709,-0.364501,-0.34291,1.409468,-1.68904,-1.223238,-0.691448,-0.750693,1.094338,-0.213933
-0.424521,-0.701393,-1.012114,-0.228472,0.371242,0.607872,0.532632,0.468268,1.091828,0.1823
0.433138,2.601615,-0.018764,0.974685,-1.048515,-1.254402,-1.299842,-1.324947,1.095174,-0.115633
-0.664868,-0.567473,0.883965,-0.241336,0.916211,0.262021,-0.378917,-0.328448,1.098521,0.310667
-0.386571,0.90303,0.455256,-2.373329,1.593724,0.284825,-0.91022,-0.556702,1.096011,0.455667
2.024487,-0.492666,0.517994,0.404398,-1.27723,-0.840901,-0.518514,-0.585656,1.090155,0.244117
0.147252,-0.652742,0.064887,-0.47668,0.926691,0.883793,0.909754,0.733196,1.085973,0.16355
0.182671,-0.22535,-0.632201,0.103704,0.668386,1.017573,0.559719,1.04976,1.085973,0.400483
-0.244893,0.274234,-0.611289,0.884416,0.449535,0.268862,-0.02784,0.046988,1.085136,0.078767
-0.849555,-0.317943,0.883965,-1.216398,0.274454,-0.08687,-0.103889,-0.26668,1.086809,0.455583
-0.682578,0.119389,0.883965,-0.335401,-1.444913,-1.691923,-1.680714,-1.618829,1.085973,0.045167
0.29905,1.486313,-0.050133,-0.842197,-0.828431,-1.043091,-0.953974,-1.075943,1.085973,-0.043483
-0.783776,2.978264,-0.384735,0.193569,0.416245,0.04767,-0.41017,-0.435578,1.089319,0.15535
-0.664868,-0.151066,-0.796017,1.020728,-1.4893,-1.865152,-2.113986,-2.015257,1.097684,0.279333
-0.801486,0.066031,0.814256,-0.842399,0.918677,0.892154,0.682647,0.646817,1.105213,0.298283
-1.325189,-0.890764,-0.883153,-0.495461,1.037658,0.068193,-0.456008,-0.363193,1.106049,0.0752
-1.413738,-0.544979,0.880479,0.133592,1.008067,0.672482,0.126342,0.06436,1.105213,0.090833
-1.330249,1.216904,0.883965,0.571606,1.062934,0.804741,0.151344,0.099105,1.102703,-0.366767
-0.414401,0.742431,0.883965,0.784858,-0.313669,0.287865,1.047267,0.793035,1.099357,-0.051233
-1.084842,-0.023947,0.681809,0.649153,1.133213,0.31979,-0.112224,-0.19719,1.099357,-0.001
-0.234773,0.574508,0.744547,-0.099774,0.505635,-0.143118,-0.441423,-0.548016,1.10354,0.0635
-1.497227,-1.061826,0.883965,-1.639266,0.523513,0.131282,0.157595,-0.087165,1.105213,0.18925
-0.353682,-0.720748,0.817741,0.252132,-0.067693,-0.28754,-0.49247,-0.70485,1.105213,0.085467
-0.705347,-0.897041,0.883965,0.672982,0.398983,0.65804,1.094147,0.82971,1.106886,0.071817
0.013163,-0.493189,0.758489,0.292521,-0.779729,-0.768691,-0.4633,-0.674448,1.108559,0.05525
-1.021593,-0.20024,0.601644,-0.671959,0.792915,0.430766,0.357615,0.236154,1.109395,0.077033
-0.930514,-0.060565,0.699236,0.581502,0.829904,0.358556,0.027374,0.022377,1.111068,0.3791
0.719024,2.222873,-0.206978,-0.493239,1.525295,0.72417,-0.475802,-0.117567,1.113578,0.439017
-1.375788,-1.090597,0.883965,-1.524159,2.784767,1.919066,-0.6279,0.766011,1.111068,0.256483
-0.586439,-0.674714,0.354178,-0.786057,0.363227,0.485494,0.679522,0.419046,1.110232,0.417983
-0.707877,0.428556,0.256586,-1.560508,0.828671,0.879232,0.563886,0.55513,1.110232,0.221433
1.245257,-0.011392,0.883965,-0.225523,-0.374701,-0.666075,-1.068569,-1.22409,1.109395,-0.036983
-0.588969,1.153606,0.883965,-3.072052,2.070265,0.308388,-0.744578,-0.461154,1.109395,-0.085933
-1.474457,0.39403,0.200819,0.181452,0.789216,0.207293,-0.246612,-0.344373,1.111068,0.023117
-1.317599,-0.092999,0.751518,1.218026,1.807643,1.103466,-0.123683,0.3013,1.110232,0.218517
-0.910275,-0.727026,0.664382,1.570417,1.044439,0.561506,-0.023673,0.074494,1.109395,-0.037317
-0.110805,0.236569,-1.053939,-1.223264,1.380422,1.321618,0.788908,0.910781,1.107722,0.299767
-0.669928,2.617308,0.873508,0.077654,0.429807,0.680083,0.805576,0.620759,1.106886,0.414167
-1.193631,-0.778815,-1.25958,-1.011829,2.141776,1.510886,0.071128,0.794482,1.105213,0.051683
0.309169,0.297252,0.05443,-1.804456,0.37679,0.569867,0.857665,0.676254,1.102703,0.2147
-1.196161,-0.13328,0.56679,-0.11712,1.269455,1.33454,1.228535,1.145308,1.10354,0.083367
-0.988703,0.897798,0.883965,-0.528781,-0.449912,-0.589304,-0.352873,-0.498311,1.106049,0.268417
-1.125322,-0.560672,-0.590376,0.562115,0.990189,1.028975,0.734736,0.761185,1.106049,-0.13875
-0.093095,0.415478,0.629528,0.158633,0.538925,0.414044,0.112799,0.109721,1.105213,0.039433
0.681075,0.736676,-0.248803,-0.156903,0.247945,0.581269,0.549301,0.50446,1.101867,0.038367
0.564696,0.879489,0.866537,-0.517271,0.726951,1.059379,0.711817,0.8355,1.096011,0.0814
-1.041833,3.156127,-0.318512,0.645114,1.01978,0.832106,0.199266,0.34087,1.093501,-0.103533
-1.317599,-0.879778,0.873508,0.712361,1.084511,0.196652,-0.525807,-0.447159,1.094338,0.169333
-0.052616,-1.262182,0.361149,1.739443,1.496937,0.607112,-0.294533,-0.154725,1.096848,0.207617
-0.639568,-0.177222,-1.960153,0.106935,0.691812,0.155606,-0.189315,-0.257511,1.10103,0.207367
-1.608545,0.980975,0.883965,-0.027357,-1.891862,-1.562932,-1.31026,-1.254975,1.10103,-0.2938
-1.24676,-0.702962,0.814256,0.72892,-0.777263,-0.916152,-0.335163,-0.529196,1.101867,0.140483
-1.537706,-1.27683,0.876994,-0.90379,1.311992,0.900516,0.023207,0.247253,1.102703,0.192883
0.767093,-0.731734,0.713178,1.49489,-1.919604,-1.461305,-1.068569,-1.095245,1.097684,0.20175
-1.019063,-0.970279,0.789858,-0.279988,0.046356,-0.479088,-0.4633,-0.61654,1.095174,0.24715
-1.27459,-0.680468,0.883965,0.430448,0.342267,0.133563,0.065919,-0.129631,1.097684,0.180883
-0.343562,-1.411796,-0.830871,0.405811,1.51913,1.304135,0.588888,0.865419,1.099357,0.436467
-0.950754,-0.49162,-0.360337,0.833123,-0.531287,-0.092951,0.418038,0.118408,1.099357,-0.0582
0.633005,0.401877,0.357663,-0.065726,-0.382099,-0.316424,-0.278907,-0.422549,1.095174,0.243733
-0.953284,-0.419429,0.842139,-0.787067,0.201093,0.295466,0.680564,0.441244,1.093501,0.242433
-1.315069,-1.415981,0.354178,1.60717,0.85333,1.106506,0.476377,0.418081,1.092665,-0.181683
-1.408678,-1.285723,0.382061,1.339798,0.3996,0.917998,1.083729,0.804616,1.088482,0.178883
-1.148091,-0.770445,0.622557,1.44602,0.479126,0.957524,0.819119,0.612072,1.082627,0.011283
-1.22652,1.105479,-4.318401,0.294742,-0.462241,-0.582463,-0.235153,-0.431717,1.080953,-0.515183
-1.565536,-0.472787,0.883965,0.649354,-0.838912,-0.484409,0.423247,0.153635,1.083463,-0.372633
-0.212004,-0.55021,0.883965,-0.6243,0.593791,0.712768,0.650353,0.558025,1.085136,0.064017
-0.465,1.471143,0.41343,-1.018897,-0.173112,-0.191765,0.074253,0.003074,1.082627,-0.1071
0.137132,0.611649,0.695751,2.220875,0.132047,-0.257895,-0.391418,-0.493003,1.082627,0.06935
-1.26194,0.013718,0.883965,-1.049996,0.738665,0.757615,0.439915,0.508803,1.0843,0.399533
-1.057013,-0.298587,0.856081,0.232544,1.737365,0.854149,-0.301826,0.102966,1.083463,0.124833
-1.487107,-0.701393,0.883965,0.898956,1.173284,0.346394,-0.389335,-0.274401,1.083463,0.170517
-1.28218,0.831362,0.883965,-0.145837,0.77442,0.270383,-0.628942,-0.506515,1.080953,0.000733
-0.103215,0.384613,0.883965,0.018282,-0.589853,-0.577142,-0.540391,-0.610267,1.077607,-0.050417
-0.965934,0.224014,0.479654,0.134602,0.345966,0.011945,-0.238278,-0.366088,1.076771,0.252083
-0.432111,0.633621,0.880479,-1.23013,1.534542,1.019093,0.053418,0.423872,1.075934,-0.035667
-1.054483,-0.664774,0.883965,-3.451705,1.948818,0.345634,-1.048776,-0.534021,1.076771,0.251717
-0.022256,-0.667913,0.497081,-0.685085,-0.739042,-0.577142,-0.250779,-0.386356,1.075098,0.0198
-0.965934,1.831576,0.793343,1.246298,1.483374,0.7979,-0.037216,0.212991,1.075934,-0.234917
-1.22399,-0.748474,0.462227,0.370067,1.771887,1.504805,0.131551,0.595183,1.075934,-0.187867
-1.315069,-0.872978,0.845625,1.647761,-0.647186,-1.211836,-1.314427,-1.359691,1.078444,-0.173383
-0.153814,0.965805,0.831683,-0.631974,0.193078,0.240738,0.729527,0.526658,1.08179,-0.071267
-1.456747,-0.193962,0.883965,0.84847,1.110403,0.438367,-0.218484,-0.214563,1.076771,-0.079883
-0.755947,-0.167806,0.542392,-1.052016,1.435905,0.918758,0.357615,0.37272,1.075934,-0.148283
-1.165801,-1.076473,0.883965,0.075634,-0.157083,0.062872,0.512839,0.193205,1.075098,-0.236683
-1.016533,0.248601,0.863052,-1.902398,1.886553,1.253968,-0.02159,0.348591,1.070915,0.3042
-0.427051,-0.722318,0.455256,1.968447,-0.288394,-0.007818,-0.015339,-0.241586,1.066733,0.250967
0.27881,0.274757,-1.039998,0.006974,0.475427,1.018333,1.322295,1.178605,1.063386,0.4743
-1.436508,-0.258306,0.883965,-1.317773,1.015465,0.934721,0.60764,0.445105,1.065896,-0.017467
0.455908,-0.822758,0.883965,0.40884,-1.115095,-1.488365,-1.537679,-1.533898,1.068406,-0.22355
-0.859675,0.294113,0.8038,-0.058052,-0.782812,-1.554798,-1.717801,-1.680598,1.070079,0.081933
-0.776186,-1.282584,0.817741,-0.19713,-0.637322,-1.423147,-1.512468,-1.508322,1.073425,-0.03905
-0.533309,-0.80968,0.619071,-0.421509,0.496387,0.396561,-0.02784,-0.059659,1.072588,0.098067
-0.915334,-0.022377,-0.726308,-0.940745,1.360694,1.183277,0.738903,0.862524,1.072588,0.3691
-0.343562,0.037259,0.511023,1.064751,1.314458,1.032015,0.428455,0.509286,1.074261,0.149517
-0.305612,-0.910643,-0.57992,-0.814127,1.123349,0.778898,0.240937,0.403604,1.074261,0.2113
-1.130382,-0.304865,0.81077,-1.593627,3.485706,1.968473,-1.214417,0.765528,1.070915,-0.00145
1.323686,-0.596245,0.883965,-0.385785,-1.660065,-1.478483,-1.489028,-1.501566,1.067569,0.06345
-1.317599,0.345379,0.883965,-0.221505,-1.335179,-1.658782,-1.920008,-1.889549,1.067569,-0.247517
-1.064602,-1.005851,-2.814086,-0.471672,-1.693971,-1.793018,-1.843959,-1.75998,1.069242,0.021933
-0.49283,-0.66739,0.842139,0.527583,0.235616,0.899755,1.312919,1.067615,1.070915,0.062
0.584936,-0.838975,0.626042,0.844835,-0.184825,0.206533,0.397202,0.228433,1.070079,0.092633
-0.186704,1.200688,0.584217,-0.084466,1.546872,1.025174,-0.11014,0.359691,1.066733,0.511767
-0.801486,1.902197,-0.834357,0.402176,0.98649,1.120188,0.950383,1.035765,1.065896,0.225617
-1.026653,0.334917,-1.074852,-1.098059,1.038891,0.575188,0.323237,0.256421,1.065059,0.183833
-0.631978,-0.770445,0.476168,0.482348,-0.185441,0.422405,0.894127,0.768424,1.064223,-0.04185
-0.882445,0.364212,0.277498,-0.660246,0.381722,0.666401,0.863916,0.682044,1.061713,0.110883
-1.132912,-0.25046,0.075343,-1.223264,2.229317,1.603619,-0.225777,0.63041,1.058367,0.09695
-1.057013,-0.84159,0.81077,0.336747,1.3422,0.623835,-0.093472,0.044092,1.055858,-0.264633
-0.265133,0.195242,-0.405648,0.565346,-0.692805,-0.346068,0.284691,0.033476,1.054185,-0.055
-0.280313,1.894874,0.517994,0.014042,-0.87775,-1.439413,-1.510905,-1.521351,1.056694,0.00405
-1.044363,-0.174083,0.863052,1.635442,-0.457926,-0.448683,-0.188273,-0.36271,1.059204,0.016883
-0.619328,-0.288648,0.817741,1.243269,-0.42402,-0.982282,-1.617374,-1.723353,1.060877,0.1833
-1.057013,0.298821,-1.29792,-0.437301,0.780585,0.878472,0.627434,0.640061,1.060877,0.482517
-1.26194,-1.036192,0.580731,1.091408,0.024779,0.282544,0.683689,0.407465,1.06004,0.11965
0.081472,0.029412,-0.137269,-0.09735,0.349048,0.504497,0.569094,0.461512,1.058367,0.422717
